Age,Attrition,BusinessTravel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Travel_Rarely,Human Resources,Life Sciences,1338,Male,Manager,Single,19717,No,36,4,7,3,7,7
40,No,Non-Travel,Research & Development,Life Sciences,1340,Male,Research Scientist,Divorced,3544,No,6,0,4,2,0,0
34,No,Travel_Rarely,Research & Development,Life Sciences,1344,Male,Healthcare Representative,Divorced,8500,No,10,0,9,7,1,6
40,No,Travel_Rarely,Research & Development,Life Sciences,1346,Male,Research Scientist,Single,4661,No,9,4,9,8,8,8
41,No,Travel_Frequently,Sales,Marketing,1349,Female,Sales Executive,Divorced,4103,No,10,2,9,3,1,7
35,No,Travel_Frequently,Research & Development,Life Sciences,1350,Male,Research Scientist,Single,4249,Yes,9,3,9,6,1,1
51,No,Travel_Rarely,Human Resources,Life Sciences,1352,Male,Manager,Divorced,14026,Yes,33,2,33,9,0,10
38,No,Travel_Rarely,Sales,Life Sciences,1355,Female,Sales Executive,Divorced,6893,No,11,3,7,7,1,7
34,No,Travel_Rarely,Sales,Medical,1356,Female,Sales Executive,Single,6125,No,10,6,10,8,9,6
25,No,Travel_Rarely,Research & Development,Medical,1358,Male,Laboratory Technician,Married,3669,No,7,6,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,Medical,1360,Female,Manufacturing Director,Married,10008,Yes,31,0,10,9,5,9
40,No,Travel_Rarely,Research & Development,Life Sciences,1361,Male,Laboratory Technician,Married,2387,No,7,3,4,2,0,3
36,No,Travel_Frequently,Sales,Marketing,1362,Female,Sales Executive,Married,4639,No,17,2,15,7,6,13
48,No,Travel_Rarely,Research & Development,Life Sciences,1363,Male,Manufacturing Director,Single,7898,No,11,2,10,9,0,8
27,No,Travel_Rarely,Sales,Medical,1364,Female,Sales Representative,Married,2534,No,5,4,1,0,0,0
51,No,Travel_Rarely,Research & Development,Technical Degree,1367,Female,Manufacturing Director,Single,13142,No,29,1,5,2,0,3
18,No,Non-Travel,Research & Development,Life Sciences,1368,Female,Laboratory Technician,Single,1611,No,0,5,0,0,0,0
35,No,Travel_Rarely,Research & Development,Medical,1369,Female,Laboratory Technician,Married,5363,No,10,0,9,7,0,0
27,No,Travel_Frequently,Sales,Life Sciences,1371,Male,Sales Executive,Single,5071,No,8,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,Marketing,1372,Male,Sales Executive,Single,13695,Yes,24,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,Life Sciences,1373,Male,Manufacturing Director,Married,13402,Yes,33,0,19,16,15,9
34,No,Non-Travel,Research & Development,Technical Degree,1374,Female,Research Scientist,Divorced,2029,No,5,2,5,4,0,0
40,No,Travel_Rarely,Research & Development,Medical,1375,Female,Healthcare Representative,Divorced,6377,No,15,0,12,11,11,8
34,No,Travel_Rarely,Research & Development,Medical,1377,Male,Laboratory Technician,Married,5429,No,10,1,8,7,7,7
31,Yes,Travel_Frequently,Sales,Life Sciences,1379,Female,Sales Representative,Single,2785,No,3,3,1,0,0,0
35,Yes,Travel_Frequently,Sales,Marketing,1380,Female,Sales Executive,Married,4614,Yes,5,0,4,2,3,2
38,No,Travel_Frequently,Research & Development,Life Sciences,1382,Male,Research Scientist,Divorced,2610,No,4,2,4,2,0,3
34,No,Travel_Rarely,Research & Development,Technical Degree,1383,Female,Healthcare Representative,Single,6687,No,14,2,14,11,4,11
28,No,Travel_Rarely,Sales,Life Sciences,1387,Male,Sales Executive,Married,4724,No,5,0,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,Medical,1389,Male,Manufacturing Director,Married,6179,Yes,10,3,10,2,6,7
39,No,Travel_Rarely,Sales,Life Sciences,1390,Male,Sales Executive,Married,6120,Yes,8,2,5,4,1,4
51,No,Travel_Frequently,Sales,Marketing,1391,Male,Sales Executive,Married,10596,No,14,5,4,2,3,2
41,No,Travel_Frequently,Research & Development,Life Sciences,1392,Female,Research Scientist,Divorced,5467,Yes,12,4,6,2,3,3
37,No,Travel_Rarely,Research & Development,Life Sciences,1394,Male,Research Scientist,Married,2996,Yes,8,2,6,4,1,3
33,No,Travel_Frequently,Sales,Life Sciences,1395,Male,Sales Executive,Married,9998,No,8,2,5,4,1,2
32,No,Travel_Rarely,Sales,Marketing,1396,Male,Sales Executive,Married,4078,Yes,4,3,3,2,1,2
39,No,Non-Travel,Research & Development,Life Sciences,1397,Male,Healthcare Representative,Married,10920,No,13,2,6,4,0,5
25,No,Travel_Rarely,Sales,Life Sciences,1399,Male,Sales Executive,Married,6232,No,6,3,3,2,1,2
52,No,Travel_Frequently,Research & Development,Medical,1401,Female,Manufacturing Director,Married,13247,Yes,24,3,5,3,0,2
43,No,Travel_Rarely,Research & Development,Medical,1402,Female,Research Scientist,Single,4081,Yes,20,3,20,7,1,8
27,No,Travel_Rarely,Sales,Marketing,1403,Female,Sales Executive,Married,5769,Yes,6,3,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,Life Sciences,1405,Female,Research Scientist,Single,2394,Yes,8,2,8,2,7,7
26,No,Travel_Rarely,Research & Development,Medical,1407,Male,Research Scientist,Single,3904,No,5,2,4,3,1,1
42,No,Travel_Rarely,Human Resources,Human Resources,1408,Female,Manager,Married,16799,No,21,5,20,7,0,9
52,No,Travel_Rarely,Research & Development,Other,1409,Female,Laboratory Technician,Married,2950,No,12,2,5,4,0,4
37,No,Travel_Rarely,Research & Development,Medical,1411,Female,Laboratory Technician,Single,3629,No,8,6,3,2,0,2
35,No,Travel_Frequently,Research & Development,Life Sciences,1412,Male,Manufacturing Director,Single,9362,No,10,2,2,2,2,2
25,No,Travel_Rarely,Research & Development,Technical Degree,1415,Male,Laboratory Technician,Married,3229,No,7,2,3,2,0,2
26,No,Travel_Rarely,Research & Development,Other,1417,Male,Laboratory Technician,Single,3578,No,8,2,7,7,0,7
29,No,Travel_Rarely,Human Resources,Other,1419,Male,Human Resources,Single,7988,No,10,3,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,Life Sciences,1420,Male,Laboratory Technician,Single,4284,No,20,2,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,Other,1421,Female,Healthcare Representative,Single,7553,Yes,9,1,8,7,7,7
54,No,Travel_Rarely,Research & Development,Medical,1422,Female,Research Director,Single,17328,No,29,3,20,7,12,7
58,No,Travel_Rarely,Research & Development,Medical,1423,Female,Research Director,Married,19701,Yes,32,3,9,8,1,5
55,No,Travel_Rarely,Research & Development,Medical,1424,Male,Research Director,Divorced,14732,No,31,4,7,7,0,0
36,No,Travel_Rarely,Sales,Marketing,1425,Female,Sales Executive,Single,9278,Yes,15,3,5,4,0,1
31,Yes,Travel_Frequently,Sales,Life Sciences,1427,Female,Sales Representative,Single,1359,No,1,3,1,0,0,0
30,No,Travel_Rarely,Sales,Marketing,1428,Female,Sales Executive,Divorced,4779,No,8,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,Life Sciences,1430,Female,Research Director,Single,16422,No,9,3,3,2,1,0
34,No,Travel_Frequently,Research & Development,Other,1431,Male,Research Scientist,Divorced,2996,No,10,2,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,Life Sciences,1433,Female,Research Scientist,Single,1261,No,1,3,1,0,0,0
27,No,Travel_Rarely,Research & Development,Life Sciences,1434,Male,Laboratory Technician,Married,2099,No,6,3,5,0,1,4
36,No,Travel_Rarely,Research & Development,Life Sciences,1435,Male,Laboratory Technician,Single,5810,No,10,2,10,4,1,8
36,No,Travel_Rarely,Sales,Marketing,1436,Female,Sales Executive,Married,5647,No,11,3,3,2,0,2
47,No,Travel_Rarely,Research & Development,Technical Degree,1438,Male,Research Scientist,Married,3420,No,17,2,6,5,1,2
25,Yes,Travel_Rarely,Sales,Life Sciences,1439,Male,Sales Representative,Married,4400,No,6,2,3,2,2,2
37,No,Non-Travel,Research & Development,Technical Degree,1440,Male,Laboratory Technician,Single,3500,No,7,2,6,5,1,3
56,No,Travel_Rarely,Research & Development,Life Sciences,1441,Female,Research Scientist,Married,2066,No,5,3,3,2,1,0
47,No,Travel_Rarely,Research & Development,Medical,1443,Female,Research Director,Married,17169,No,26,2,20,17,5,6
24,No,Travel_Rarely,Sales,Medical,1445,Female,Sales Executive,Married,4162,Yes,5,3,5,4,0,3
32,No,Travel_Rarely,Sales,Marketing,1446,Male,Sales Executive,Married,9204,No,7,3,4,3,0,3
34,No,Travel_Rarely,Research & Development,Life Sciences,1447,Female,Laboratory Technician,Married,3294,No,7,2,5,4,0,2
41,No,Travel_Rarely,Research & Development,Medical,1448,Male,Research Scientist,Married,2127,Yes,7,5,4,2,0,3
40,No,Non-Travel,Research & Development,Other,1449,Male,Laboratory Technician,Divorced,3975,No,11,2,8,7,0,7
31,No,Travel_Rarely,Sales,Life Sciences,1453,Male,Sales Executive,Divorced,10793,No,13,5,13,7,9,9
46,Yes,Travel_Rarely,Sales,Marketing,1457,Male,Sales Executive,Divorced,10096,No,28,1,7,7,4,3
39,Yes,Non-Travel,Research & Development,Life Sciences,1458,Female,Laboratory Technician,Single,3646,Yes,11,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,Life Sciences,1459,Female,Manufacturing Director,Single,7446,No,10,2,10,8,4,7
45,No,Travel_Rarely,Research & Development,Medical,1460,Male,Healthcare Representative,Divorced,10851,Yes,24,2,7,7,0,7
31,No,Travel_Rarely,Human Resources,Medical,1461,Female,Human Resources,Single,2109,No,8,3,3,2,0,2
31,Yes,Travel_Frequently,Research & Development,Life Sciences,1464,Male,Laboratory Technician,Married,3722,Yes,7,2,2,2,2,2
45,No,Travel_Rarely,Research & Development,Technical Degree,1465,Male,Manufacturing Director,Married,9380,Yes,10,4,3,1,1,2
48,No,Travel_Rarely,Sales,Marketing,1466,Male,Sales Executive,Divorced,5486,No,15,3,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,Technical Degree,1467,Female,Human Resources,Married,2742,No,2,0,2,2,2,2
40,No,Non-Travel,Research & Development,Medical,1468,Male,Research Director,Divorced,13757,No,16,5,9,8,4,8
28,No,Travel_Rarely,Sales,Medical,1469,Male,Sales Executive,Single,8463,No,6,4,5,4,1,3
44,No,Non-Travel,Research & Development,Life Sciences,1471,Male,Laboratory Technician,Single,3162,No,7,5,5,2,0,3
53,No,Travel_Rarely,Research & Development,Medical,1472,Male,Research Director,Single,16598,No,35,2,9,8,8,8
49,No,Travel_Rarely,Research & Development,Technical Degree,1473,Male,Healthcare Representative,Married,6651,No,20,0,3,2,1,2
40,No,Travel_Rarely,Research & Development,Medical,1474,Male,Research Scientist,Divorced,2345,No,8,3,3,1,1,2
44,No,Travel_Rarely,Research & Development,Life Sciences,1475,Male,Research Scientist,Single,3420,No,6,3,5,2,1,3
33,No,Travel_Frequently,Sales,Medical,1477,Male,Sales Executive,Married,4373,No,5,2,4,3,0,3
34,No,Travel_Rarely,Sales,Other,1478,Male,Sales Executive,Single,4759,No,15,2,13,9,3,12
30,No,Travel_Rarely,Sales,Life Sciences,1479,Male,Sales Executive,Married,5301,No,4,2,2,1,2,2
42,No,Travel_Frequently,Research & Development,Medical,1480,Female,Laboratory Technician,Single,3673,No,12,3,12,9,5,8
44,No,Travel_Frequently,Sales,Marketing,1481,Female,Sales Executive,Married,4768,No,11,4,1,0,0,0
30,No,Non-Travel,Research & Development,Technical Degree,1482,Male,Research Scientist,Divorced,1274,No,1,2,1,0,0,0
57,No,Travel_Rarely,Research & Development,Life Sciences,1483,Male,Research Scientist,Married,4900,No,13,2,12,9,2,8
49,No,Travel_Rarely,Research & Development,Life Sciences,1484,Male,Healthcare Representative,Divorced,10466,No,29,3,8,7,0,7
34,No,Travel_Frequently,Research & Development,Medical,1485,Male,Research Director,Divorced,17007,No,16,3,14,8,6,9
28,Yes,Travel_Frequently,Sales,Technical Degree,1486,Male,Sales Representative,Married,2909,No,5,3,3,2,1,2
29,Yes,Travel_Frequently,Sales,Technical Degree,1487,Female,Sales Executive,Single,5765,No,7,4,5,3,0,0
34,Yes,Travel_Rarely,Sales,Medical,1489,Female,Sales Executive,Single,4599,Yes,16,2,15,9,10,10
35,No,Travel_Rarely,Sales,Life Sciences,1492,Male,Sales Representative,Married,2404,No,1,3,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,Medical,1494,Male,Laboratory Technician,Single,3172,Yes,4,2,0,0,0,0
24,No,Non-Travel,Sales,Life Sciences,1495,Female,Sales Representative,Married,2033,No,1,2,1,0,0,0
44,No,Travel_Frequently,Research & Development,Medical,1496,Male,Manufacturing Director,Single,10209,Yes,16,2,2,2,2,2
29,No,Travel_Rarely,Sales,Life Sciences,1497,Male,Sales Executive,Divorced,8620,No,10,3,10,7,0,4
30,No,Travel_Rarely,Human Resources,Life Sciences,1499,Male,Human Resources,Divorced,2064,No,6,3,5,3,1,3
55,No,Travel_Rarely,Research & Development,Life Sciences,1501,Male,Healthcare Representative,Married,4035,Yes,4,2,3,2,1,2
33,No,Travel_Rarely,Research & Development,Medical,1502,Female,Laboratory Technician,Married,3838,No,8,5,5,4,0,2
47,No,Travel_Rarely,Sales,Medical,1503,Female,Sales Executive,Married,4591,Yes,11,4,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,Medical,1504,Male,Laboratory Technician,Single,2561,No,8,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,Life Sciences,1506,Male,Research Scientist,Divorced,1563,No,1,2,1,0,0,0
28,No,Travel_Frequently,Sales,Life Sciences,1507,Male,Sales Executive,Single,4898,No,5,5,4,2,1,3
49,No,Travel_Rarely,Research & Development,Medical,1509,Female,Laboratory Technician,Married,4789,No,10,3,3,2,1,2
29,No,Travel_Frequently,Research & Development,Life Sciences,1513,Female,Laboratory Technician,Married,3180,No,4,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,Life Sciences,1514,Male,Manufacturing Director,Married,6549,No,8,2,8,6,1,7
33,No,Travel_Rarely,Research & Development,Life Sciences,1515,Male,Healthcare Representative,Single,6388,Yes,14,6,0,0,0,0
32,No,Travel_Rarely,Research & Development,Medical,1516,Male,Manager,Single,11244,No,10,5,5,2,0,0
54,No,Travel_Frequently,Research & Development,Medical,1520,Female,Manager,Divorced,16032,No,26,2,14,9,1,12
29,Yes,Travel_Rarely,Research & Development,Technical Degree,1522,Male,Research Scientist,Single,2362,No,11,2,9,7,0,7
44,No,Travel_Rarely,Research & Development,Life Sciences,1523,Male,Research Director,Married,16328,No,24,1,20,6,14,17
39,No,Travel_Rarely,Research & Development,Life Sciences,1525,Female,Manufacturing Director,Single,8376,No,9,3,2,0,2,2
46,No,Travel_Rarely,Sales,Life Sciences,1527,Female,Manager,Married,16606,No,23,2,13,12,5,1
35,No,Travel_Rarely,Research & Development,Life Sciences,1529,Female,Healthcare Representative,Single,8606,No,11,3,11,8,3,3
23,No,Travel_Rarely,Research & Development,Life Sciences,1533,Male,Laboratory Technician,Single,2272,No,5,2,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,Life Sciences,1534,Male,Laboratory Technician,Single,2018,No,15,3,5,4,1,0
34,No,Travel_Rarely,Sales,Technical Degree,1535,Male,Sales Executive,Married,7083,Yes,10,3,10,9,8,6
31,Yes,Travel_Frequently,Research & Development,Life Sciences,1537,Female,Research Scientist,Single,4084,No,7,2,7,2,7,7
50,No,Travel_Frequently,Research & Development,Medical,1539,Male,Research Director,Single,14411,Yes,32,2,32,6,13,9
34,No,Travel_Rarely,Sales,Technical Degree,1541,Male,Sales Representative,Married,2308,Yes,12,4,11,10,5,7
42,No,Travel_Rarely,Research & Development,Medical,1542,Male,Laboratory Technician,Married,4841,No,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,Medical,1543,Male,Research Scientist,Married,4285,No,10,2,10,8,3,7
29,No,Travel_Rarely,Research & Development,Other,1544,Female,Healthcare Representative,Married,9715,No,9,3,7,7,0,7
33,No,Travel_Rarely,Research & Development,Life Sciences,1545,Male,Manufacturing Director,Single,4320,No,5,2,5,3,0,2
45,No,Travel_Rarely,Research & Development,Technical Degree,1546,Male,Research Scientist,Married,2132,No,8,3,5,4,0,3
42,No,Travel_Frequently,Research & Development,Life Sciences,1547,Male,Healthcare Representative,Married,10124,Yes,24,3,20,8,13,9
40,No,Travel_Rarely,Sales,Medical,1548,Male,Sales Executive,Married,5473,No,9,5,8,4,7,1
33,No,Travel_Rarely,Research & Development,Life Sciences,1549,Male,Laboratory Technician,Married,5207,Yes,15,3,15,14,5,7
40,No,Travel_Rarely,Human Resources,Medical,1550,Male,Manager,Single,16437,Yes,21,2,21,7,7,7
24,No,Travel_Rarely,Research & Development,Technical Degree,1551,Male,Laboratory Technician,Divorced,2296,No,2,3,1,1,0,0
40,No,Non-Travel,Research & Development,Life Sciences,1552,Male,Healthcare Representative,Divorced,4069,Yes,8,2,2,2,2,2
45,No,Travel_Rarely,Research & Development,Technical Degree,1553,Male,Healthcare Representative,Divorced,7441,No,10,4,10,8,7,7
35,No,Travel_Rarely,Sales,Life Sciences,1554,Female,Sales Representative,Married,2430,No,6,5,5,3,4,2
32,No,Travel_Rarely,Research & Development,Life Sciences,1555,Female,Research Scientist,Married,5878,No,12,2,7,1,2,5
36,No,Travel_Rarely,Sales,Life Sciences,1556,Male,Sales Representative,Single,2644,Yes,7,3,3,2,1,2
48,No,Travel_Rarely,Sales,Life Sciences,1557,Female,Sales Executive,Divorced,6439,No,18,2,8,7,7,7
29,No,Travel_Rarely,Research & Development,Life Sciences,1558,Male,Research Scientist,Married,2451,No,5,2,1,0,0,0
33,No,Travel_Rarely,Sales,Life Sciences,1560,Male,Sales Executive,Married,6392,No,8,6,2,2,2,2
30,Yes,Travel_Rarely,Sales,Life Sciences,1562,Male,Sales Executive,Married,9714,No,10,4,10,8,6,7
38,No,Travel_Frequently,Human Resources,Human Resources,1563,Male,Human Resources,Married,6077,No,10,2,6,3,1,2
35,No,Travel_Rarely,Research & Development,Medical,1564,Male,Laboratory Technician,Single,2450,No,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,Technical Degree,1568,Male,Sales Executive,Married,9250,No,9,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,Life Sciences,1569,Female,Laboratory Technician,Divorced,2074,Yes,1,2,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,Technical Degree,1572,Female,Manufacturing Director,Married,10169,No,34,4,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,Medical,1573,Male,Manufacturing Director,Married,4855,No,7,2,5,2,1,4
32,No,Non-Travel,Research & Development,Technical Degree,1574,Male,Research Scientist,Married,4087,No,9,3,6,5,1,2
48,No,Travel_Rarely,Research & Development,Other,1576,Female,Research Scientist,Married,2367,No,10,3,8,2,7,6
34,No,Travel_Rarely,Research & Development,Medical,1577,Male,Research Scientist,Single,2972,No,1,4,1,0,0,0
55,No,Travel_Rarely,Sales,Marketing,1578,Male,Manager,Married,19586,No,36,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,Life Sciences,1580,Male,Research Scientist,Married,5484,No,9,3,2,2,2,1
26,No,Travel_Rarely,Research & Development,Life Sciences,1581,Female,Research Scientist,Married,2061,No,1,5,1,0,0,0
38,No,Travel_Rarely,Sales,Life Sciences,1582,Male,Sales Executive,Married,9924,No,10,3,9,8,7,7
38,No,Travel_Rarely,Sales,Life Sciences,1583,Female,Sales Executive,Single,4198,No,8,5,3,2,1,2
36,No,Travel_Rarely,Sales,Life Sciences,1585,Female,Sales Executive,Single,6815,No,15,5,1,0,0,0
29,No,Travel_Rarely,Research & Development,Medical,1586,Male,Laboratory Technician,Single,4723,Yes,10,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,Medical,1587,Female,Healthcare Representative,Single,6142,Yes,10,4,5,2,0,4
39,No,Travel_Rarely,Sales,Medical,1588,Male,Sales Executive,Married,8237,No,11,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,Life Sciences,1590,Male,Healthcare Representative,Divorced,8853,No,6,0,6,4,1,3
50,No,Travel_Rarely,Sales,Marketing,1591,Male,Manager,Married,19331,Yes,27,2,1,0,0,0
23,No,Travel_Rarely,Research & Development,Technical Degree,1592,Male,Research Scientist,Married,2073,No,4,2,2,2,2,2
36,No,Travel_Frequently,Research & Development,Life Sciences,1594,Male,Laboratory Technician,Married,5562,Yes,9,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,Other,1595,Male,Manager,Single,19613,No,24,2,1,0,0,1
35,No,Travel_Rarely,Research & Development,Life Sciences,1596,Male,Laboratory Technician,Married,3407,No,10,3,10,9,6,8
34,No,Travel_Frequently,Research & Development,Technical Degree,1597,Male,Healthcare Representative,Married,5063,No,8,3,8,2,7,7
40,No,Travel_Rarely,Sales,Life Sciences,1598,Female,Sales Executive,Married,4639,No,5,2,5,4,1,2
43,No,Travel_Rarely,Research & Development,Technical Degree,1599,Male,Laboratory Technician,Divorced,4876,No,8,0,6,4,0,2
35,No,Travel_Rarely,Research & Development,Life Sciences,1601,Male,Laboratory Technician,Married,2690,No,1,5,1,0,0,1
46,No,Travel_Rarely,Sales,Life Sciences,1602,Male,Manager,Single,17567,No,27,5,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,Medical,1604,Male,Laboratory Technician,Married,2408,Yes,1,3,1,1,0,0
22,No,Non-Travel,Research & Development,Other,1605,Female,Research Scientist,Married,2814,Yes,4,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,Medical,1606,Male,Healthcare Representative,Married,11245,Yes,32,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,Other,1607,Female,Research Scientist,Married,3312,No,6,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,Medical,1608,Female,Research Director,Divorced,19049,Yes,23,4,22,7,1,10
30,No,Travel_Rarely,Research & Development,Medical,1609,Male,Research Scientist,Married,2141,No,6,3,6,4,1,1
45,No,Travel_Rarely,Research & Development,Medical,1611,Female,Laboratory Technician,Single,5769,Yes,10,3,10,7,1,4
45,No,Non-Travel,Sales,Marketing,1612,Male,Sales Executive,Married,4385,No,10,2,10,7,4,5
31,No,Travel_Frequently,Sales,Other,1613,Male,Sales Executive,Single,5332,No,10,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,Life Sciences,1614,Female,Manufacturing Director,Married,4663,Yes,7,2,3,2,1,1
34,No,Travel_Frequently,Research & Development,Life Sciences,1615,Male,Manufacturing Director,Divorced,4724,No,9,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,Life Sciences,1617,Female,Laboratory Technician,Married,3211,No,10,3,9,6,1,4
39,No,Travel_Rarely,Research & Development,Medical,1618,Male,Manufacturing Director,Married,5377,No,10,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,Other,1619,Male,Laboratory Technician,Divorced,4066,No,7,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,Life Sciences,1621,Male,Research Scientist,Married,5208,No,16,2,16,15,1,10
28,No,Travel_Rarely,Research & Development,Medical,1622,Female,Manufacturing Director,Divorced,4877,No,6,5,5,3,0,0
21,No,Travel_Rarely,Research & Development,Medical,1623,Male,Research Scientist,Single,3117,No,3,2,2,2,2,2
18,Yes,Travel_Frequently,Sales,Medical,1624,Female,Sales Representative,Single,1569,Yes,0,2,0,0,0,0
47,No,Travel_Rarely,Human Resources,Life Sciences,1625,Female,Manager,Married,19658,No,27,2,5,2,1,0
39,No,Travel_Rarely,Research & Development,Medical,1627,Male,Laboratory Technician,Divorced,3069,No,11,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,Life Sciences,1628,Female,Manufacturing Director,Married,10435,No,18,2,18,15,14,12
35,No,Non-Travel,Research & Development,Life Sciences,1630,Female,Healthcare Representative,Married,4148,No,15,5,14,11,2,9
37,No,Travel_Rarely,Research & Development,Life Sciences,1631,Male,Manufacturing Director,Married,5768,No,9,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,Medical,1633,Female,Manufacturing Director,Single,5042,No,10,2,9,2,3,8
45,No,Travel_Rarely,Research & Development,Other,1635,Female,Manufacturing Director,Divorced,5770,No,10,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,Medical,1638,Female,Manufacturing Director,Married,7756,Yes,10,6,5,4,0,2
35,Yes,Travel_Rarely,Sales,Medical,1639,Male,Sales Executive,Married,10306,No,15,3,13,12,6,0
37,No,Travel_Rarely,Research & Development,Medical,1640,Female,Research Scientist,Married,3936,No,8,2,8,4,7,7
40,No,Travel_Rarely,Research & Development,Life Sciences,1641,Female,Manufacturing Director,Single,7945,Yes,18,2,4,2,3,3
44,No,Travel_Frequently,Human Resources,Human Resources,1642,Male,Human Resources,Married,5743,Yes,14,3,10,7,0,2
48,No,Travel_Frequently,Research & Development,Medical,1644,Male,Manager,Married,15202,No,23,3,2,2,2,2
35,Yes,Travel_Rarely,Sales,Medical,1645,Male,Sales Executive,Divorced,5440,Yes,7,2,2,2,2,2
24,No,Travel_Frequently,Research & Development,Technical Degree,1646,Female,Research Scientist,Single,3760,Yes,6,2,6,3,1,3
27,No,Travel_Rarely,Research & Development,Medical,1647,Female,Research Scientist,Married,3517,No,5,0,3,2,0,2
27,No,Travel_Frequently,Research & Development,Medical,1648,Male,Research Scientist,Single,2580,No,6,0,4,2,1,2
40,Yes,Travel_Rarely,Research & Development,Life Sciences,1649,Male,Laboratory Technician,Single,2166,Yes,10,3,4,2,0,3
29,No,Travel_Rarely,Sales,Medical,1650,Male,Sales Executive,Single,5869,No,8,2,5,2,1,4
36,No,Travel_Rarely,Research & Development,Life Sciences,1651,Female,Healthcare Representative,Married,8008,No,9,6,3,2,0,2
25,No,Travel_Frequently,Research & Development,Life Sciences,1653,Male,Manufacturing Director,Divorced,5206,No,7,6,7,7,0,7
39,No,Travel_Rarely,Research & Development,Medical,1654,Male,Manufacturing Director,Married,5295,No,7,3,5,4,1,0
49,No,Travel_Rarely,Research & Development,Other,1655,Female,Research Director,Married,16413,No,27,2,4,2,1,2
50,No,Travel_Rarely,Research & Development,Life Sciences,1656,Female,Research Director,Divorced,13269,No,19,3,14,11,1,11
20,No,Travel_Rarely,Sales,Medical,1657,Female,Sales Representative,Single,2783,No,2,3,2,2,2,2
34,No,Travel_Rarely,Research & Development,Life Sciences,1658,Female,Research Scientist,Divorced,5433,No,11,2,11,8,7,9
36,No,Travel_Rarely,Research & Development,Life Sciences,1659,Male,Laboratory Technician,Single,2013,No,15,4,4,3,1,3
49,No,Travel_Rarely,Research & Development,Life Sciences,1661,Female,Healthcare Representative,Married,13966,Yes,30,3,15,11,2,12
36,No,Non-Travel,Research & Development,Medical,1662,Female,Manufacturing Director,Married,4374,No,4,6,3,2,1,2
36,No,Travel_Rarely,Research & Development,Life Sciences,1664,Male,Healthcare Representative,Divorced,6842,No,13,3,5,4,0,4
54,No,Travel_Rarely,Research & Development,Medical,1665,Female,Manager,Married,17426,No,36,6,10,8,4,7
43,No,Travel_Rarely,Research & Development,Life Sciences,1666,Male,Research Director,Married,17603,No,14,3,14,10,6,11
35,Yes,Travel_Frequently,Sales,Other,1667,Male,Sales Executive,Single,4581,Yes,13,2,11,9,6,7
38,No,Travel_Frequently,Research & Development,Life Sciences,1668,Male,Research Scientist,Married,4735,No,19,4,13,11,2,9
29,No,Travel_Rarely,Sales,Medical,1669,Male,Sales Executive,Divorced,4187,Yes,10,3,10,0,0,9
33,No,Travel_Rarely,Sales,Medical,1670,Male,Sales Executive,Divorced,5505,No,6,5,6,2,0,4
32,No,Travel_Rarely,Research & Development,Medical,1671,Male,Research Scientist,Divorced,5470,No,10,4,9,5,1,6
31,No,Travel_Rarely,Sales,Life Sciences,1673,Female,Sales Executive,Married,5476,No,10,2,10,0,0,2
